Name,Read + Setup,Computation Time,Write,Total Time,,,,,,,
OpenMP,215,568,1204,1987,,,Single Threaded,336,59197,1090,60624
OpenMP SIMD,233,254,941,1429,,,Single Threaded SIMD,222,21373,1002,22598
CUDA,206,1207,931,2344,,,,,,,
CUDA SIMD,207,1267,895,2370,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,`,,,,,,,,,
