SingleThreaded_cpu,SingleThreaded_wall,SingleThreadedSimd_cpu,SingleThreadedSimd_wall,OpenMP_cpu,OpenMP_wall,OpenMPSimd_cpu,OpenMPSimd_wall,CUDA_cpu,CUDA_wall,CUDASimd_cpu,CUDASimd_wall
948529,948522,317650,317649,6.26638e+06,104558,3.74442e+06,17051,991,996,848,853
965387,965379,325567,325565,3.8212e+06,81167,3.08673e+06,82844,993,998,852,857
965785,965777,317873,317892,5.09014e+06,96129,3.7587e+06,17118,993,999,848,853
949695,949687,333440,333438,5.9708e+06,93874,3.34171e+06,85233,994,999,848,852
934765,934758,337703,337701,3.71139e+06,20478,3.53212e+06,87786,994,999,849,854
900926,900919,331708,331749,4.71932e+06,92574,3.97795e+06,17635,993,998,847,852
881480,881472,345405,345403,5.32346e+06,98884,2.91344e+06,83191,996,1001,849,854
874503,874500,338982,338979,4.60397e+06,25424,3.79603e+06,17658,994,999,848,853
886456,886448,312296,312338,5.22729e+06,86428,3.75499e+06,94026,993,998,849,853
887221,887276,331480,331498,5.01222e+06,101802,3.74748e+06,87690,994,1000,848,853
895560,895553,340057,340055,4.89724e+06,84456,3.79811e+06,18100,994,998,848,853
922623,922615,324283,324302,5.39284e+06,97392,3.78356e+06,86161,994,999,849,854
984547,984540,338478,338475,4.41861e+06,32063,3.74724e+06,17713,996,1001,849,854
959381,959374,352427,352426,4.99298e+06,86850,3.815e+06,87093,994,999,863,852
967786,967779,348045,348053,4.65414e+06,83821,3.67653e+06,17493,994,999,848,852
967120,967112,330665,330663,5.15757e+06,96442,2.52545e+06,78627,993,998,853,858
967453,967446,336584,336583,5.61368e+06,36780,3.86329e+06,17795,994,999,858,865
942587,942579,325144,325194,4.5207e+06,83218,3.08577e+06,86643,992,998,859,865
891602,891595,332417,332415,4.37508e+06,88424,3.5877e+06,17299,995,999,852,857
917455,917448,327270,327269,5.64714e+06,97165,2.70706e+06,82247,995,999,848,853
967762,967761,327377,327392,4.31699e+06,24353,3.76368e+06,17496,995,1000,849,853
967115,967107,334578,334576,5.25164e+06,92723,3.81399e+06,87320,991,996,849,854
967380,967380,356822,356820,5.00142e+06,91501,3.53291e+06,88853,993,998,849,854
952252,952244,321063,321072,5.16505e+06,92949,3.89147e+06,17387,994,998,849,853
907715,907707,325214,325212,5.27437e+06,93598,3.42108e+06,84038,992,998,850,854
968184,968184,328007,328005,5.41028e+06,97325,3.96734e+06,17114,995,1000,848,853
959947,959940,324197,324253,5.74816e+06,27523,3.32185e+06,87306,995,1000,850,855
963176,963198,343688,343688,5.81322e+06,91858,3.73934e+06,91099,995,1000,850,854
969382,969383,339349,339347,5.10058e+06,97145,3.74264e+06,17706,993,999,848,852
966777,966793,338203,338218,4.35403e+06,89022,4.45483e+06,87080,993,999,854,858
968669,968676,347089,347086,5.55364e+06,95988,2.68005e+06,13660,994,999,849,853
966715,966708,345100,345098,6.08084e+06,99396,3.2009e+06,82677,996,1001,848,853
989712,989709,319615,319624,5.72908e+06,99965,3.92507e+06,17567,994,1000,850,855
911121,911114,339649,339646,5.71655e+06,98236,3.60486e+06,91303,995,1000,849,854
964104,964104,351499,351496,5.58774e+06,28065,3.6581e+06,17570,994,999,848,853
966545,966538,357922,357981,5.28421e+06,89834,3.39604e+06,82522,994,998,848,853
962049,962041,351211,351210,6.24155e+06,93711,3.65116e+06,89847,997,1001,849,854
997005,997017,330138,330154,4.13875e+06,92237,3.93796e+06,17405,995,1000,848,853
977123,977126,316374,316373,5.59167e+06,98486,2.95367e+06,82796,996,1001,850,855
966290,966283,336198,336197,5.6967e+06,98341,4.18022e+06,17405,994,998,848,853
992945,992938,338269,338267,5.53521e+06,24560,3.77553e+06,94108,993,998,848,853
979445,979443,332493,332500,4.86534e+06,91025,3.64471e+06,17997,993,999,847,853
1.01126e+06,1.01126e+06,333941,333939,6.48407e+06,97371,3.37726e+06,81860,995,1000,847,852
908154,908146,326525,326524,4.83593e+06,96865,3.86111e+06,91032,994,998,850,861
876821,876814,309199,309249,4.44592e+06,90460,3.78172e+06,18401,993,998,848,853
928360,928353,328730,328728,5.55226e+06,99952,3.58385e+06,81704,997,1004,847,852
970502,970494,339951,339948,5.65966e+06,27690,3.73303e+06,17972,994,999,847,852
1.02611e+06,1.0261e+06,315466,315484,4.81226e+06,89798,3.65265e+06,88380,991,996,849,854
1.01779e+06,1.01778e+06,332930,332928,5.43417e+06,91848,3.71266e+06,89728,989,993,848,853
1.00615e+06,1.00614e+06,334244,334243,4.34094e+06,92335,3.59098e+06,17807,995,1001,849,854
998792,998784,329989,329999,6.18344e+06,99609,3.38538e+06,83575,994,1000,848,853
1.00326e+06,1.00329e+06,334029,334027,5.56621e+06,95918,3.97661e+06,20066,995,1000,848,853
1.01074e+06,1.01073e+06,329086,329085,5.87092e+06,98963,3.25267e+06,82338,996,1002,848,853
958344,958336,319011,319059,5.61905e+06,26108,4.12953e+06,17449,995,1002,848,854
951559,951551,330110,330108,5.18327e+06,93126,3.57765e+06,89347,996,1002,848,853
968310,968303,329519,329518,4.36609e+06,88363,4.69769e+06,94520,993,999,848,853
948513,948506,348645,348668,6.03818e+06,99026,2.75802e+06,11017,995,1000,848,853
1.01762e+06,1.01762e+06,346103,346101,5.58264e+06,96826,3.17179e+06,85304,994,1000,847,852
1.00785e+06,1.00784e+06,351380,351380,5.61021e+06,98990,3.97667e+06,17709,995,1000,853,859
1.00848e+06,1.00847e+06,356578,356587,5.59687e+06,27164,3.63726e+06,85680,994,1000,849,853
985650,985643,354673,354671,5.17934e+06,91035,3.79222e+06,17843,996,1002,848,853
994793,994852,354499,354551,5.61759e+06,99278,3.28015e+06,87669,994,1000,848,853
989674,989667,354542,354540,4.64255e+06,87228,3.82616e+06,90795,995,1001,850,855
971346,971339,354473,354471,5.88199e+06,99448,3.77145e+06,17403,993,998,848,854
949530,949539,354360,354401,5.60785e+06,98279,3.78476e+06,86714,994,999,848,854
968508,968520,354637,354635,5.68228e+06,99503,3.78423e+06,17871,993,998,850,855
958872,958865,354678,354676,5.58621e+06,28630,3.78728e+06,86879,995,1000,848,853
966078,966070,355694,355710,5.58004e+06,88373,3.71637e+06,17572,994,999,849,854
966186,966214,355127,355125,5.69389e+06,100147,3.19385e+06,83774,995,1001,848,853
966044,966036,354745,354743,5.31917e+06,88204,3.71301e+06,89575,993,999,847,852
1.04159e+06,1.04159e+06,354816,354877,5.41327e+06,97319,3.75499e+06,17977,993,999,848,853
1.09585e+06,1.09587e+06,354830,354833,5.49844e+06,96758,3.4757e+06,84847,992,998,848,853
1.087e+06,1.08702e+06,354819,354817,5.57496e+06,100963,4.06327e+06,17772,995,1001,848,854
1.12137e+06,1.12155e+06,354832,354853,5.48367e+06,28379,3.71969e+06,88617,995,1001,850,854
1.06952e+06,1.06954e+06,355066,355064,5.54862e+06,89157,3.73506e+06,17993,994,1000,848,853
966337,966341,354698,354706,5.21408e+06,98932,3.48369e+06,85931,994,1000,848,853
967236,967229,354602,354600,6.79309e+06,96632,3.62585e+06,88994,994,1000,848,854
966541,966532,354822,354820,5.50792e+06,95893,3.59032e+06,17701,993,999,847,852
966910,966903,354873,354930,3.96704e+06,91206,3.42526e+06,82201,995,1001,849,854
967001,966994,354787,354785,5.56203e+06,98003,3.74504e+06,17355,991,997,847,852
1.04083e+06,1.0409e+06,354841,354840,5.43327e+06,26814,3.91457e+06,90237,989,994,847,852
1.11862e+06,1.11862e+06,354711,354730,4.95463e+06,90428,3.74485e+06,17819,993,999,848,853
1.05545e+06,1.05544e+06,354641,354639,4.91696e+06,91414,3.62472e+06,86683,995,1002,849,853
1.15434e+06,1.15433e+06,354689,354686,5.53865e+06,95420,3.50614e+06,86083,993,999,848,853
999910,999925,354678,354686,5.46609e+06,98388,3.77022e+06,17210,1000,1006,853,858
961235,961238,354770,354769,5.36218e+06,98963,3.70232e+06,85949,994,1000,853,859
926854,926847,354725,354722,5.31629e+06,28707,3.72818e+06,18041,995,1001,852,857
966539,966538,354658,354710,5.64106e+06,88976,3.65183e+06,90793,990,995,851,856
963233,963226,354720,354718,5.4777e+06,99307,3.65909e+06,15325,988,993,850,854
965593,965655,354721,354718,4.6634e+06,85911,3.80265e+06,87242,989,994,849,854
967970,968073,353843,353866,5.72995e+06,99394,3.58682e+06,86653,990,995,850,856
972922,972977,329704,329701,5.45189e+06,97046,3.69422e+06,17370,989,994,850,855
985467,985471,329266,329265,5.48778e+06,29358,3.27145e+06,82937,988,993,849,854
970445,970439,311817,311877,6.2647e+06,92528,4.00786e+06,17172,986,991,850,854
974872,974865,329825,329823,4.67828e+06,96548,3.60545e+06,90620,1005,994,850,855
978032,978025,342386,342384,4.48966e+06,86775,3.63267e+06,17870,988,993,850,855
970721,970715,327096,327144,5.86326e+06,96485,4.47892e+06,93480,993,998,850,855
936246,936250,354230,354229,5.48544e+06,98195,2.62115e+06,79652,988,993,849,853
981897,981889,341907,341906,5.53702e+06,97652,3.87243e+06,19670,989,994,849,853
976797,976790,320475,320493,5.40826e+06,27868,3.60529e+06,83464,988,992,849,853
958324,958316,343335,343333,5.49133e+06,92940,3.79722e+06,20299,987,992,853,860
971140,971141,336907,336905,5.35558e+06,94252,3.6304e+06,87578,988,993,854,859
968076,968069,310645,310654,5.35915e+06,96032,3.74302e+06,17535,988,993,850,855
966916,966908,336901,336899,5.10538e+06,93270,3.63054e+06,83450,986,991,849,854
970198,970191,355507,355557,5.31763e+06,96587,3.39826e+06,88213,988,993,850,855
967794,967792,338865,338864,5.3008e+06,28262,3.994e+06,17413,991,996,849,854
967283,967275,353795,353794,6.34779e+06,96798,3.3016e+06,83368,988,993,849,854
966586,966579,352327,352348,3.96195e+06,86145,3.94682e+06,17506,988,993,849,854
933938,933931,322044,322043,6.04512e+06,99616,3.47086e+06,90687,988,993,848,853
912299,912291,348122,348122,3.40786e+06,25450,3.67683e+06,16871,989,994,848,853
890476,890469,354553,354563,5.16298e+06,87551,3.46112e+06,85847,989,994,849,855
906573,906628,342750,342748,5.59841e+06,101459,3.56476e+06,88199,989,994,849,854
892897,892970,336700,336698,4.55658e+06,80535,4.05052e+06,17586,989,993,848,853
867059,867060,331838,331886,6.0754e+06,98617,5.02978e+06,92139,990,996,850,855
872818,872819,326016,326014,5.46845e+06,96386,2.21684e+06,11279,996,1001,854,859
870695,870688,336909,336909,5.80361e+06,100342,3.51223e+06,87112,998,1005,853,859
860457,860450,346407,346424,5.50173e+06,28333,4.23469e+06,20177,994,999,851,855
873656,873649,315799,315798,5.33072e+06,88066,2.38344e+06,80945,989,994,848,853
870746,870738,339758,339756,5.59358e+06,99761,3.73924e+06,17307,988,993,849,854
866923,866915,335778,335787,4.57954e+06,87815,3.72448e+06,87033,987,992,849,854
869645,869638,324369,324368,5.9187e+06,99201,3.45495e+06,87286,989,993,848,853
860566,860559,326945,326943,5.61216e+06,97900,3.80225e+06,17438,989,994,850,854
866648,866641,325973,326043,5.64782e+06,96816,3.14931e+06,84450,988,993,849,853
891452,891533,305617,305616,5.56907e+06,25368,4.19601e+06,17430,995,1000,850,855
863863,863855,328075,328074,4.9928e+06,90910,3.39771e+06,87856,987,992,848,854
846713,846707,334879,334896,5.50671e+06,96309,3.81615e+06,90397,987,993,848,853
871925,871918,312009,312008,5.01122e+06,92531,3.75133e+06,17532,987,992,850,855
850556,850549,329879,329877,5.70109e+06,97202,3.64211e+06,85106,988,993,849,854
871773,871765,335821,335828,5.49213e+06,99510,3.78058e+06,17191,988,993,850,855
871966,871958,335246,335245,5.68888e+06,26617,3.05435e+06,82952,986,992,849,854
872465,872458,345490,345488,4.91436e+06,87549,4.08195e+06,17860,990,995,882,856
871127,871120,325457,325504,5.56081e+06,101722,3.68588e+06,89243,988,992,850,855
886127,886127,343102,343100,5.54874e+06,90217,3.70112e+06,92418,989,994,851,855
882220,882213,353918,353917,4.8151e+06,94074,3.57831e+06,17468,989,994,852,858
856341,856335,336497,336516,5.63811e+06,99519,3.41523e+06,82841,987,993,855,861
947855,947905,313940,313938,5.72883e+06,99747,3.65419e+06,17540,987,992,851,856
884739,884828,339904,339902,5.61926e+06,27703,3.09658e+06,81698,989,994,850,855
885399,885401,355042,355051,5.51272e+06,92033,3.79076e+06,17299,993,999,855,861
912757,912761,355051,355050,5.52928e+06,96578,4.50492e+06,94658,1002,1009,859,866
949873,949864,353938,353936,4.59662e+06,87012,2.86551e+06,13668,993,998,858,865
961491,961483,355040,355092,5.72114e+06,99106,2.93609e+06,83706,987,992,857,862
961459,961451,352871,352874,5.64617e+06,96826,3.64422e+06,17385,987,992,849,854
961069,961061,355350,355349,5.97211e+06,96688,3.75818e+06,87211,988,993,853,859
966043,966035,372117,372144,5.09482e+06,24515,3.32721e+06,87451,990,994,854,860
966251,966244,368062,368063,5.42961e+06,96401,3.75498e+06,18162,988,993,852,857
966462,966455,366991,366991,4.20964e+06,87849,3.85898e+06,90817,990,995,849,854
966797,966795,366765,366776,6.09623e+06,99546,3.69787e+06,14819,988,993,849,854
966658,966650,367146,367145,5.5407e+06,97054,3.01342e+06,83554,988,993,850,855
966552,966544,365495,365563,5.53742e+06,97854,3.71701e+06,17564,989,994,851,856
967988,967982,365745,365744,5.49755e+06,25891,3.64955e+06,86978,987,992,850,854
1.02243e+06,1.02242e+06,364966,364965,4.681e+06,92301,4.68126e+06,93620,989,994,851,856
966972,966973,365606,365635,6.28197e+06,96482,2.47293e+06,10956,988,993,855,861
956346,956338,365475,365475,4.12604e+06,90010,3.84994e+06,87251,993,999,864,870
912336,912384,364964,364963,5.40372e+06,96663,3.65988e+06,17350,993,1000,857,862
876845,876847,365232,365244,5.54729e+06,95632,3.57147e+06,87034,995,1001,849,854
904129,904155,364531,364531,5.42362e+06,26839,3.79053e+06,89544,998,1005,854,859
895298,895338,365250,365252,5.25771e+06,94268,3.84464e+06,17553,998,1003,856,862
875715,875716,364142,364198,4.37536e+06,87765,3.38241e+06,84896,994,1000,855,862
867438,867470,368363,368362,5.84811e+06,99139,4.06095e+06,17437,999,1006,852,857
860264,860258,354782,377767,5.2809e+06,97536,3.73615e+06,90407,995,1000,855,861
934367,934400,330868,331128,5.12344e+06,27197,4.13763e+06,89809,989,994,857,863
862988,863937,334227,334475,5.23978e+06,90824,2.75279e+06,12124,988,994,862,868
881421,881447,335117,335294,5.2457e+06,91590,3.53345e+06,87843,988,993,856,861
866840,866863,353088,354815,4.89074e+06,92593,4.01441e+06,17895,986,991,854,860
933734,933739,354056,355623,5.1171e+06,96665,2.79578e+06,82077,987,992,858,863
866931,866951,353783,355192,5.31527e+06,28179,3.96678e+06,17544,988,994,856,862
867108,867126,353893,354789,4.8866e+06,93675,3.78964e+06,92328,988,993,856,862
898215,898208,353793,355040,4.20754e+06,87812,3.63653e+06,17716,990,997,857,863
864581,864584,353606,354658,5.0861e+06,92742,3.3451e+06,82656,999,1006,857,862
865901,865921,353372,363089,5.87096e+06,102395,3.73229e+06,89800,995,1000,855,860
888020,888040,364409,404898,4.59359e+06,24552,3.81523e+06,18158,989,994,862,868
920778,920779,365821,365821,6.54402e+06,97039,3.38448e+06,83065,989,994,857,862
915245,915352,364897,364898,4.40025e+06,89344,3.76068e+06,18139,989,994,856,862
891572,891590,365772,365785,3.86726e+06,86077,3.65758e+06,86839,999,1006,855,861
872810,872810,358475,358485,5.10098e+06,94758,3.76551e+06,17702,1005,1012,856,862
874786,874806,354186,354183,5.57104e+06,31232,3.65758e+06,86883,999,1004,856,862
873588,873581,354035,354053,4.4784e+06,87913,3.82721e+06,93551,991,996,855,861
872315,872332,353996,353995,4.85642e+06,88366,3.48096e+06,13505,1001,1008,857,863
867658,867658,353859,353857,5.11001e+06,96297,3.27832e+06,84316,1002,1010,856,863
905133,905158,353870,353881,5.57474e+06,30623,4.17979e+06,18807,999,1005,856,863
910632,910653,355914,355913,5.0919e+06,91204,3.60472e+06,89039,993,997,856,862
890500,890501,359113,359114,6.1156e+06,104658,3.69468e+06,18163,999,1005,856,862
931127,931156,359210,359302,3.72609e+06,80755,3.43027e+06,83616,1000,1006,858,863
928490,928580,359351,359351,5.88328e+06,98942,3.79544e+06,90902,1001,1009,862,868
940652,940653,355616,355638,4.44008e+06,23625,3.81122e+06,17092,997,1002,857,864
915927,915959,354188,354186,6.00546e+06,94969,3.70144e+06,84620,996,1002,857,863
891024,891040,354078,354076,3.84903e+06,83243,3.8637e+06,17453,1005,1012,855,861
859665,859657,353986,354073,5.01655e+06,96043,3.3308e+06,87286,999,1003,857,863
874092,874093,353979,353977,5.03794e+06,94497,3.6549e+06,17880,990,995,857,863
894106,894134,347118,347116,5.58169e+06,27229,3.72418e+06,86927,989,994,855,861
910580,910598,353124,353200,5.48678e+06,96241,3.21179e+06,85982,991,997,855,861
881194,881197,343904,343902,5.99544e+06,103389,3.9289e+06,17859,989,994,857,862
869274,869297,353978,354000,4.95476e+06,84473,3.39988e+06,85688,995,1002,857,863
867056,867071,354007,354005,3.96836e+06,89854,4.03902e+06,17206,995,1001,856,862
912677,912679,354017,354015,4.59784e+06,33284,3.70476e+06,90342,1031,1007,857,863
911821,911858,354028,354034,4.3388e+06,82120,3.78782e+06,90923,998,1003,856,862
907520,907545,354136,354134,4.85803e+06,90621,3.63044e+06,17747,990,995,858,863
851361,851383,352706,352704,5.34698e+06,98843,3.75373e+06,81569,991,996,859,865
883783,883783,354085,354156,4.32207e+06,27463,3.81307e+06,17206,993,998,856,862
880261,880290,354466,354463,5.28435e+06,92085,3.64388e+06,90186,1000,1006,853,859
887869,887892,354256,354255,4.5582e+06,87116,3.62929e+06,18124,999,1003,851,857
885572,885573,362658,377002,5.26896e+06,95381,3.27303e+06,84633,991,996,850,855
883282,883305,364150,364150,5.04024e+06,92981,3.59089e+06,88938,992,997,857,864
902747,902775,366821,366821,4.55215e+06,33412,3.76222e+06,17839,989,994,854,860
950964,950966,367873,367873,5.28008e+06,85223,3.40021e+06,82823,990,994,857,863
900824,900816,368960,368972,5.09584e+06,96755,3.88526e+06,17670,997,1003,855,860
898675,898753,361715,361713,4.76204e+06,88184,3.8781e+06,89768,998,1005,852,856
923290,923312,358289,358296,5.87939e+06,94224,3.60556e+06,17661,999,1004,856,862
912029,912034,354040,354043,3.53541e+06,25949,3.57792e+06,86073,991,996,858,865
919306,919330,354253,354251,4.74562e+06,87686,3.69732e+06,89168,992,996,861,868
895740,895760,354279,354349,4.77072e+06,91553,4.15957e+06,19926,991,996,864,870
948029,948032,355561,355559,5.78868e+06,91851,2.82232e+06,79233,987,993,856,862
967812,967838,354843,354851,3.81595e+06,28394,3.71966e+06,17387,989,995,856,862
965776,965800,355263,355280,4.7486e+06,84996,3.80235e+06,93554,999,1006,854,860
965774,965778,354765,354763,4.91626e+06,95225,3.74768e+06,16963,1000,1007,857,863
965751,965766,357298,357297,4.47489e+06,28639,3.28257e+06,80906,993,999,851,855
965790,965866,354901,361562,4.91473e+06,89413,3.88981e+06,95153,989,994,855,861
965588,965589,354048,354170,4.89469e+06,84233,3.73868e+06,17303,989,995,855,862
965795,965816,359212,359243,4.5905e+06,93684,3.80451e+06,82721,990,995,856,863
965871,965887,354832,354830,4.9638e+06,31221,3.65005e+06,17844,988,992,856,861
965945,965945,355659,355656,5.44736e+06,89249,3.51427e+06,88827,993,998,851,856
965946,965970,359547,359545,5.42756e+06,95945,3.83598e+06,92208,992,997,858,864
965831,965846,354604,354611,4.24169e+06,87380,3.70687e+06,17586,990,995,862,868
965583,965583,354366,354382,4.95233e+06,94664,3.56663e+06,79514,989,994,854,858
964956,964949,354817,354816,4.76097e+06,28912,5.40087e+06,100116,989,994,852,857
881589,881619,354539,354537,4.71431e+06,89653,2.09308e+06,13129,992,997,860,867
868452,868477,354738,354745,4.76972e+06,87190,3.88774e+06,20081,989,994,861,867
900559,900619,354038,354059,5.10218e+06,93986,3.38795e+06,77847,991,996,857,863
918529,918554,354496,354496,4.89235e+06,30266,3.43178e+06,88493,988,993,858,864
904178,904199,354669,354678,5.49106e+06,95373,3.86919e+06,17826,990,995,852,857
886279,886282,354711,354747,4.54152e+06,85655,3.36448e+06,83137,988,993,860,865
867953,867972,354386,354384,4.71693e+06,92508,3.7756e+06,17555,989,994,855,860
873471,873489,354506,354504,5.7728e+06,34705,3.92148e+06,90051,991,996,859,865
864737,864731,354441,354482,4.26353e+06,81534,4.21553e+06,89953,992,996,850,855
857238,857241,354389,354387,4.91676e+06,90894,3.28305e+06,14931,991,996,856,861
867863,867881,354433,354464,5.26012e+06,93848,3.24561e+06,86151,989,994,855,861
890668,890683,354518,354998,5.60393e+06,101733,3.91492e+06,17657,991,997,855,861
871299,871300,354509,354580,4.4248e+06,20191,3.2168e+06,83390,997,1003,854,859
869376,869460,354621,354621,5.42474e+06,94198,5.21819e+06,96915,1001,1007,851,856
898558,898571,355172,355170,4.84806e+06,90137,2.24333e+06,13560,994,999,859,866
865568,865569,354809,354823,4.87668e+06,92152,3.83632e+06,91681,988,993,861,867
877725,877718,354900,354898,5.79753e+06,98551,3.74414e+06,17551,990,995,857,863
874655,874668,354843,354841,5.79419e+06,98968,3.59086e+06,80231,991,995,852,856
873838,873853,362785,362797,5.69836e+06,25984,3.69827e+06,17382,990,995,849,854
866000,866002,369663,369665,5.40352e+06,95857,3.76731e+06,87721,991,996,856,862
889445,889465,367996,368037,5.65648e+06,93554,4.82471e+06,92170,992,997,859,865
887191,887207,354189,354186,4.66243e+06,88387,2.51431e+06,13003,992,996,895,862
885861,885862,354050,354050,5.74476e+06,97523,3.6758e+06,88748,995,1002,858,864
872466,872485,360819,360818,5.47156e+06,99571,3.78584e+06,17141,996,1002,859,864
865882,865876,358585,358610,5.80665e+06,100298,3.68456e+06,86920,999,1005,854,860
866265,866325,354204,354202,5.67065e+06,27907,3.76249e+06,17329,997,1004,851,855
861927,861928,354286,354284,5.65858e+06,91972,3.58113e+06,89359,992,997,850,854
858881,858896,354315,354313,5.39018e+06,95412,3.73489e+06,17903,991,996,849,854
887508,887527,354506,354506,4.54709e+06,87898,3.47425e+06,83634,993,998,856,862
886042,886045,355373,355372,5.96747e+06,99629,3.49415e+06,87952,995,1001,858,864
868490,868510,356021,356175,5.61186e+06,99806,4.0816e+06,17461,991,996,852,857
874145,874164,357045,357057,5.30964e+06,24197,3.15327e+06,83498,990,995,859,864
885871,885865,353996,354062,5.52102e+06,92535,3.97505e+06,17662,994,1000,855,861
858602,858603,354181,354178,5.35642e+06,98332,3.35881e+06,89685,999,1005,856,862
880317,880336,354269,354267,4.38542e+06,88130,3.64454e+06,17464,998,1005,855,860
875877,875893,354445,354454,7.75182e+06,102448,3.36955e+06,85129,997,1003,850,855
958599,958654,354336,354334,3.95585e+06,94143,3.80689e+06,91085,990,995,849,854
917271,917325,354298,354344,5.56635e+06,100562,3.71432e+06,17542,998,1004,850,854
883685,883716,354233,354231,5.50789e+06,27015,3.30907e+06,80937,991,996,856,861
877284,877290,354296,354293,5.55511e+06,89518,3.85033e+06,17548,989,994,864,869
892449,892460,354190,354211,5.32672e+06,94731,3.7808e+06,91993,993,999,852,857
879613,879606,354119,354117,5.45906e+06,93244,3.59288e+06,17118,1000,1006,850,854
877554,877582,354135,354133,5.08956e+06,96336,3.32532e+06,83640,995,1001,858,866
885203,885208,354189,354195,5.70163e+06,97887,3.71416e+06,88942,993,997,864,870
868266,868268,354148,354145,5.70839e+06,97588,3.73119e+06,17849,994,1000,854,859
870682,870712,354231,354229,5.67895e+06,99604,3.29375e+06,82825,997,1003,848,853
950625,950632,354142,354187,5.58708e+06,25654,3.61996e+06,18059,989,994,852,856
908236,908238,354154,354151,4.90271e+06,92800,4.61707e+06,89871,991,995,852,857
919571,919564,354235,354232,5.3453e+06,90700,2.87504e+06,14490,1000,1007,854,860
920141,920223,354291,354314,5.27024e+06,97011,3.36293e+06,88479,1001,1007,863,871
859137,859130,354544,354547,5.73028e+06,97405,3.74999e+06,88482,990,995,859,864
871908,871909,355041,355038,5.53977e+06,92699,3.83661e+06,17419,987,993,851,857
1.00548e+06,1.00549e+06,354482,354490,5.1126e+06,26059,3.42448e+06,84882,996,1004,858,863
888509,888541,354401,354399,5.63867e+06,96131,3.78982e+06,17918,1000,1006,853,858
925069,925089,354471,354516,5.55485e+06,98252,3.80842e+06,90873,991,996,850,854
938590,938611,354373,354371,4.61724e+06,89361,3.7056e+06,17198,989,994,850,855
939102,939108,354501,354498,5.55832e+06,94766,3.78536e+06,82590,995,1000,850,855
889208,889217,354300,354321,5.6681e+06,100457,3.48581e+06,89120,996,1002,852,857
922538,922559,354208,354206,5.73242e+06,97008,3.79806e+06,17748,989,994,850,854
887651,887656,354144,354142,5.92859e+06,29413,3.71985e+06,86269,989,993,848,853
850903,850910,354186,354274,4.68272e+06,89157,3.79969e+06,16959,993,999,852,856
908903,908931,354124,354121,4.47133e+06,89995,3.61821e+06,90472,994,1000,852,857
993730,993734,354159,354157,5.4978e+06,95433,3.80353e+06,88150,988,993,852,856
965831,965839,354066,354109,5.84333e+06,99758,3.79314e+06,17870,992,997,851,856
968084,968140,354065,354063,5.55747e+06,95737,3.08512e+06,82469,992,998,849,853
995305,995297,353745,353743,5.63728e+06,27355,4.09358e+06,17516,994,999,856,861
967303,967320,354299,354313,6.48803e+06,103050,3.62718e+06,86447,994,1000,860,866
966766,966876,354054,354051,3.64441e+06,82175,3.95774e+06,16975,990,995,852,857
968574,968607,354056,354067,5.35683e+06,93736,3.2728e+06,87641,995,1002,850,855
968912,968920,354057,354054,5.61988e+06,100099,3.82419e+06,92280,1019,1007,854,860
967798,967807,354158,354155,5.42504e+06,94307,3.81179e+06,17211,997,1003,854,860
966552,966587,354126,354169,5.42065e+06,27407,3.30014e+06,83013,996,1001,857,864
966624,966632,355443,355442,5.33705e+06,91482,4.09745e+06,20344,994,1000,861,866
966886,966895,355267,355266,4.96902e+06,93149,3.4869e+06,88254,991,996,858,864
966348,966385,355151,355174,5.58696e+06,96453,3.6544e+06,17687,987,992,854,860
966489,966496,355101,355099,5.44625e+06,96694,3.70221e+06,84141,989,994,853,858
907014,907022,355071,355071,6.54797e+06,107681,3.50288e+06,88784,989,994,851,855
869140,869225,355259,355269,4.94417e+06,85239,4.0695e+06,17461,991,996,851,856
867877,867884,358285,358285,3.96639e+06,22444,2.7588e+06,82545,988,993,851,856
883254,883268,358514,358514,5.05349e+06,89085,4.37459e+06,17409,988,993,855,861
878665,878659,358742,358780,5.49706e+06,95345,3.58342e+06,93395,990,995,855,861
870323,870354,356755,356754,5.45722e+06,98290,3.73634e+06,87084,989,993,858,864
925225,925232,358919,358918,5.45644e+06,96440,3.50807e+06,18125,989,994,858,863
966626,966638,356983,357020,5.54646e+06,26839,3.67342e+06,84745,988,993,855,861
967086,967117,354052,354050,5.40174e+06,97225,4.98251e+06,24337,991,997,854,860
966851,966857,354031,354028,4.94701e+06,87156,1.726e+06,76402,1001,1008,860,866
967470,967481,357524,357534,5.4471e+06,95832,3.98139e+06,17105,1000,1006,857,862
969551,969575,354428,354426,6.39234e+06,104540,3.69421e+06,90138,990,995,848,853
968922,968931,354222,354233,4.63093e+06,93267,3.80432e+06,90741,993,999,856,861
969808,969833,341380,341379,5.08912e+06,26807,3.73318e+06,17409,995,1000,850,855
969188,969268,354899,354971,5.27433e+06,88109,3.16523e+06,83052,991,996,850,855
968409,968416,354065,354063,4.93321e+06,91316,4.01528e+06,18081,988,994,849,853
966880,966912,354063,354061,5.34172e+06,94401,3.12429e+06,83741,990,995,848,853
966547,966551,354076,354074,5.21654e+06,96978,4.17429e+06,17912,988,993,856,861
966453,966462,354014,354012,4.92018e+06,29578,3.71491e+06,90481,987,992,857,862
966637,966664,351686,351683,5.21904e+06,90164,3.77974e+06,89176,988,993,853,858
968797,968798,354089,354086,4.6525e+06,88593,3.73764e+06,17708,991,997,849,854
